Year,Value,Units,Series
2008,391704375.0,USD,"Direct economic loss in the housing sector attributed to disasters, by hazard type [1.5.2, 11.5.2]"
2009,140482312.0,USD,"Direct economic loss in the housing sector attributed to disasters, by hazard type [1.5.2, 11.5.2]"
2010,289118700.0,USD,"Direct economic loss in the housing sector attributed to disasters, by hazard type [1.5.2, 11.5.2]"
2011,37948950.0,USD,"Direct economic loss in the housing sector attributed to disasters, by hazard type [1.5.2, 11.5.2]"
2012,104036400.0,USD,"Direct economic loss in the housing sector attributed to disasters, by hazard type [1.5.2, 11.5.2]"
2013,59395050.0,USD,"Direct economic loss in the housing sector attributed to disasters, by hazard type [1.5.2, 11.5.2]"
2014,381645412.0,USD,"Direct economic loss in the housing sector attributed to disasters, by hazard type [1.5.2, 11.5.2]"
2015,20074296712.0,USD,"Direct economic loss in the housing sector attributed to disasters, by hazard type [1.5.2, 11.5.2]"
2016,87988688.0,USD,"Direct economic loss in the housing sector attributed to disasters, by hazard type [1.5.2, 11.5.2]"
2017,2009451900.0,USD,"Direct economic loss in the housing sector attributed to disasters, by hazard type [1.5.2, 11.5.2]"
2018,3891140.0,USD,"Direct economic loss in the housing sector attributed to disasters, by hazard type [1.5.2, 11.5.2]"
2019,27742276.0,USD,"Direct economic loss in the housing sector attributed to disasters, by hazard type [1.5.2, 11.5.2]"
2005,0.00507,Percent,"Direct economic loss attributed to disasters relative to GDP [1.5.2, 11.5.2]"
2006,0.01318,Percent,"Direct economic loss attributed to disasters relative to GDP [1.5.2, 11.5.2]"
2007,0.02184,Percent,"Direct economic loss attributed to disasters relative to GDP [1.5.2, 11.5.2]"
2008,0.03785,Percent,"Direct economic loss attributed to disasters relative to GDP [1.5.2, 11.5.2]"
2009,0.01328,Percent,"Direct economic loss attributed to disasters relative to GDP [1.5.2, 11.5.2]"
2010,0.01846,Percent,"Direct economic loss attributed to disasters relative to GDP [1.5.2, 11.5.2]"
2011,0.00209,Percent,"Direct economic loss attributed to disasters relative to GDP [1.5.2, 11.5.2]"
2012,0.00587,Percent,"Direct economic loss attributed to disasters relative to GDP [1.5.2, 11.5.2]"
2013,0.00331,Percent,"Direct economic loss attributed to disasters relative to GDP [1.5.2, 11.5.2]"
2014,0.01905,Percent,"Direct economic loss attributed to disasters relative to GDP [1.5.2, 11.5.2]"
2015,1.09177,Percent,"Direct economic loss attributed to disasters relative to GDP [1.5.2, 11.5.2]"
2016,0.06472,Percent,"Direct economic loss attributed to disasters relative to GDP [1.5.2, 11.5.2]"
2017,0.12264,Percent,"Direct economic loss attributed to disasters relative to GDP [1.5.2, 11.5.2]"
2018,0.00078,Percent,"Direct economic loss attributed to disasters relative to GDP [1.5.2, 11.5.2]"
2019,0.00093,Percent,"Direct economic loss attributed to disasters relative to GDP [1.5.2, 11.5.2]"
